Data Source in SDW: http://sdw.ecb.europa.eu/browseSelection.do?org.apache.struts.taglib.html.TOKEN=674b45f478b7c655939c4c091b855685&df=true&ec=&dc=&oc=&pb=&rc=&DATASET=3&removeItem=&removedItemList=&mergeFilter=&activeTab=YC&showHide=&MAX_DOWNLOAD_SERIES=500&SERIES_MAX_NUM=50&node=9691417&legendRef=reference&legendPub=published&legendNor=
,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_10Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_11Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_12Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_13Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_14Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_15Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_1Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_20Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_25Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_2Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_30Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_3M,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_3Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_4Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_5Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_6M,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_6Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_7Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_8Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_9Y
2013-08-22,2.121288,2.256527,2.369444,2.462568,2.538430,2.599438,0.087465,2.750653,2.767199,0.273687,2.737852,0.015797,0.519478,0.790423,1.063329,0.031365,1.323436,1.562156,1.775252,1.961432
2013-08-21,2.106434,2.244376,2.360038,2.455756,2.533931,2.596880,0.088746,2.751344,2.762064,0.270977,2.721948,0.016890,0.511144,0.776885,1.045989,0.032973,1.304003,1.542243,1.756183,1.944168
2013-08-20,2.066265,2.203563,2.318759,2.414138,2.492063,2.554823,0.079462,2.708701,2.718847,0.254149,2.678036,0.014390,0.488263,0.749214,1.014584,0.028095,1.269728,1.505792,1.718103,1.904883
2013-08-19,2.105676,2.243547,2.359108,2.454700,2.532730,2.595520,0.087949,2.749119,2.759025,0.269842,2.718222,0.016634,0.509941,0.775752,1.044980,0.032501,1.303117,1.541453,1.755448,1.943444
2013-08-16,2.056867,2.194589,2.310303,2.406257,2.484784,2.548150,0.077945,2.704695,2.716600,0.250720,2.676785,0.014079,0.482942,0.742260,1.006366,0.027421,1.260641,1.496208,1.708342,1.895204
2013-08-15,2.071018,2.209761,2.326522,2.423470,2.502872,2.566952,0.086950,2.724030,2.731868,0.263451,2.685219,0.017007,0.496610,0.755636,1.019139,0.032786,1.272978,1.508476,1.720938,1.908461
2013-08-14,2.006674,2.144832,2.261488,2.358672,2.438544,2.503241,0.081615,2.663910,2.674346,0.244949,2.628965,0.022333,0.466589,0.715965,0.971702,0.034505,1.219535,1.450578,1.659897,1.845346
2013-08-13,1.981165,2.117723,2.233020,2.329063,2.407985,2.471897,0.074404,2.630334,2.640028,0.237474,2.594453,0.014045,0.457574,0.704683,0.957815,0.026725,1.202971,1.431436,1.638377,1.821700
2013-08-12,1.891962,2.029847,2.146593,2.244083,2.324373,2.389528,0.051853,2.551853,2.562192,0.189798,2.515435,0.016818,0.392482,0.627991,0.873831,0.020353,1.114807,1.341280,1.547709,1.731476
2013-08-09,1.883521,2.020890,2.137099,2.234032,2.313749,2.378321,0.058652,2.537794,2.545679,0.191372,2.496961,0.029302,0.390699,0.624069,0.868533,0.030739,1.108588,1.334391,1.540271,1.723534
2013-08-08,1.890919,2.028131,2.144227,2.241098,2.320803,2.385409,0.054493,2.545520,2.554355,0.192604,2.506563,0.019186,0.395239,0.630505,0.875943,0.022825,1.116397,1.342263,1.548034,1.731119
2013-08-07,1.898158,2.035141,2.150846,2.247205,2.326313,2.390268,0.056025,2.546972,2.552950,0.194005,2.503057,0.021936,0.397455,0.633924,0.880597,0.025030,1.122119,1.348789,1.555069,1.738380
2013-08-06,1.900825,2.038067,2.154178,2.251061,2.330782,2.395410,0.051757,2.555724,2.564814,0.194451,2.517240,0.011662,0.400156,0.637431,0.884145,0.017049,1.125383,1.351711,1.557739,1.740959
2013-08-05,1.887322,2.026220,2.143793,2.241928,2.322692,2.388167,0.047886,2.550439,2.559242,0.181119,2.510489,0.018704,0.381598,0.616559,0.862880,0.020025,1.104920,1.332726,1.540550,1.725646
2013-08-02,1.863424,2.000629,2.116671,2.213425,2.292948,2.357309,0.044773,2.515467,2.521743,0.175682,2.471332,0.017184,0.373685,0.606102,0.849888,0.017991,1.089464,1.314923,1.520548,1.703611
2013-08-01,1.874711,2.011011,2.126226,2.222247,2.301134,2.364954,0.047767,2.521592,2.527591,0.184570,2.477456,0.013605,0.386044,0.620230,0.864630,0.016842,1.104069,1.328937,1.533727,1.715849
2013-07-31,1.889236,2.027067,2.143771,2.241226,2.321481,2.386598,0.043680,2.548563,2.558165,0.184352,2.510387,0.005470,0.388599,0.624934,0.871156,0.010194,1.112263,1.338738,1.545114,1.728813
2013-07-30,1.874095,2.012874,2.130643,2.229223,2.310621,2.376867,0.039617,2.543699,2.556544,0.176524,2.510700,0.004450,0.377604,0.611504,0.856041,0.008152,1.096161,1.322251,1.528731,1.712913
2013-07-29,1.881499,2.022255,2.141913,2.242198,2.325048,2.392446,0.042845,2.560155,2.566914,0.180045,2.510775,0.005668,0.380287,0.613270,0.857349,0.010283,1.097666,1.324602,1.532459,1.718381
2013-07-26,1.868916,2.010960,2.132013,2.233737,2.318021,2.386814,0.043515,2.560356,2.570840,0.175358,2.516810,0.011118,0.371463,0.601492,0.843689,0.014072,1.083043,1.309763,1.517985,1.704704
2013-07-25,1.873705,2.015235,2.135538,2.236327,2.319541,2.387173,0.049177,2.554572,2.559680,0.177892,2.501489,0.021505,0.373123,0.603484,0.846522,0.022599,1.086788,1.314244,1.522902,1.709719
2013-07-24,1.836330,1.975606,2.094289,2.193989,2.276547,2.343866,0.055072,2.512597,2.520534,0.181443,2.464870,0.026195,0.371661,0.595778,0.832302,0.028051,1.066390,1.288343,1.492328,1.675335
2013-07-23,1.781389,1.922353,2.043075,2.145012,2.229891,2.299532,0.048012,2.478403,2.493021,0.159108,2.441154,0.032851,0.337358,0.552539,0.782794,0.029918,1.012868,1.232642,1.435890,1.619250
2013-07-22,1.735272,1.880195,2.004397,2.109306,2.196661,2.268316,0.020489,2.451958,2.466257,0.110490,2.412119,0.029879,0.277300,0.487662,0.717450,0.017782,0.949746,1.173240,1.380888,1.568788
2013-07-19,1.739687,1.887897,2.014811,2.121894,2.210940,2.283868,0.013744,2.469615,2.482590,0.093290,2.426249,0.037252,0.256285,0.467088,0.699846,0.019730,0.936423,1.164686,1.377064,1.569341
2013-07-18,1.755066,1.900598,2.024925,2.129581,2.216396,2.287301,0.010506,2.465928,2.475498,0.102954,2.417869,0.020234,0.273996,0.489221,0.723769,0.007752,0.960289,1.187264,1.397586,1.587382
2013-07-17,1.769745,1.914539,2.038063,2.141890,2.227881,2.297989,0.013316,2.473321,2.480837,0.110380,2.422071,0.018700,0.284836,0.502442,0.738507,0.007755,0.975848,1.203101,1.413296,1.602675
2013-07-16,1.783979,1.928182,2.051134,2.154427,2.239930,2.309602,0.020776,2.483471,2.490402,0.121694,2.431531,0.022059,0.298593,0.517603,0.754327,0.012613,0.991810,1.218863,1.428645,1.617493
2013-07-15,1.787386,1.929783,2.051160,2.153105,2.237474,2.306205,0.027815,2.477524,2.483939,0.134068,2.425356,0.022282,0.313240,0.532477,0.768140,0.015426,1.003823,1.228721,1.436253,1.622918
2013-07-12,1.892386,2.040836,2.167320,2.273541,2.361466,2.433138,0.038781,2.612848,2.622035,0.155427,2.564012,0.027319,0.346569,0.578305,0.826248,0.022211,1.073498,1.308959,1.525908,1.720814
2013-07-11,1.949784,2.098571,2.224915,2.330646,2.417838,2.488616,0.045032,2.663221,2.668212,0.172656,2.607410,0.024981,0.373682,0.613872,0.868718,0.022745,1.121354,1.360812,1.580551,1.777240
2013-07-10,1.971158,2.122928,2.251520,2.358868,2.447149,2.518585,0.030182,2.692649,2.694749,0.154455,2.631035,0.017973,0.357364,0.602383,0.863420,0.012494,1.122566,1.368208,1.593453,1.794811
2013-07-09,1.964071,2.115269,2.243222,2.349887,2.437459,2.508178,0.028159,2.678881,2.678354,0.150338,2.612741,0.018676,0.352241,0.596839,0.857713,0.012150,1.116754,1.362240,1.587225,1.788208
2013-07-08,1.996381,2.149198,2.278488,2.386254,2.474730,2.546191,0.028922,2.719050,2.719435,0.155715,2.654309,0.016169,0.362242,0.611255,0.876194,0.010703,1.138873,1.387543,1.615266,1.818570
2013-07-05,2.027696,2.176348,2.302013,2.406703,2.492627,2.562013,0.043504,2.729771,2.729901,0.192484,2.666283,0.004449,0.410641,0.664163,0.929029,0.008842,1.188888,1.433279,1.656127,1.854515
2013-07-04,1.945773,2.091632,2.215467,2.319096,2.404557,2.473933,0.045635,2.645009,2.649487,0.183360,2.589164,0.012609,0.388689,0.629383,0.882392,0.015312,1.131892,1.367631,1.583536,1.776562
2013-07-03,1.981875,2.121656,2.240165,2.339228,2.420846,2.487043,0.087108,2.649753,2.653188,0.244842,2.594826,0.029235,0.459377,0.701984,0.952240,0.041328,1.196238,1.425083,1.633626,1.819416
2013-07-02,2.007184,2.148385,2.268147,2.368319,2.450926,2.518010,0.085500,2.684100,2.689897,0.248135,2.633371,0.023451,0.466927,0.713236,0.966713,0.036988,1.213514,1.444798,1.655464,1.843106
2013-07-01,2.032088,2.171113,2.289100,2.387892,2.469482,2.535872,0.100686,2.701869,2.710331,0.276902,2.657119,0.022244,0.502576,0.751341,1.004503,0.041950,1.249399,1.478002,1.685747,1.870559
2013-06-28,2.064240,2.201826,2.318358,2.415731,2.495977,2.561120,0.113790,2.722504,2.728637,0.299255,2.674523,0.025933,0.531153,0.783801,1.039082,0.049043,1.284801,1.513310,1.720340,1.904045
2013-06-27,2.010590,2.148919,2.266649,2.365537,2.447499,2.514470,0.103219,2.684828,2.697776,0.278411,2.648118,0.023322,0.501107,0.746043,0.995248,0.043786,1.236497,1.461999,1.667283,1.850279
2013-06-26,2.078778,2.216992,2.334284,2.432500,2.513622,2.579635,0.122342,2.744428,2.751691,0.312068,2.696744,0.028597,0.545683,0.798682,1.053709,0.053992,1.299033,1.527261,1.734237,1.918144
2013-06-25,2.146563,2.279870,2.392495,2.486387,2.563583,2.626086,0.158746,2.779009,2.781203,0.372301,2.724872,0.039082,0.620358,0.880935,1.138664,0.073997,1.383363,1.608810,1.811718,1.990894
2013-06-24,2.165340,2.296284,2.407382,2.500504,2.577586,2.640530,0.185084,2.800868,2.813799,0.411992,2.768004,0.047184,0.664880,0.925017,1.179350,0.089125,1.419289,1.639658,1.837811,2.012909
2013-06-21,2.015001,2.154987,2.275808,2.378731,2.465236,2.536892,0.141645,2.724653,2.736772,0.329920,2.668869,0.036065,0.551256,0.787765,1.026250,0.067016,1.257348,1.474778,1.674668,1.854976
2013-06-20,1.962134,2.101411,2.222152,2.325498,2.412816,2.485577,0.135494,2.680872,2.700521,0.316264,2.638567,0.034726,0.529775,0.758838,0.990684,0.064190,1.216182,1.429131,1.625639,1.803580
2013-06-19,1.816894,1.964269,2.092944,2.203788,2.298011,2.377006,0.086195,2.593513,2.621780,0.215163,2.561310,0.039710,0.395154,0.604365,0.826344,0.049404,1.049048,1.264015,1.465633,1.650506
2013-06-18,1.831997,1.978874,2.107016,2.217325,2.311034,2.389548,0.087014,2.604317,2.631838,0.221613,2.571263,0.034892,0.405525,0.617340,0.840929,0.046617,1.064507,1.279819,1.481417,1.666024
2013-06-17,1.788305,1.937128,2.067121,2.179122,2.274329,2.354135,0.072963,2.572570,2.600542,0.192010,2.538834,0.037327,0.365983,0.571972,0.792671,0.043028,1.015386,1.231168,1.434056,1.620403
2013-06-14,1.788295,1.935444,2.063674,2.173865,2.267254,2.345262,0.076901,2.555567,2.577281,0.196384,2.510994,0.041177,0.370825,0.577088,0.797746,0.046870,1.020059,1.235088,1.436907,1.621924
2013-06-13,1.847600,1.993492,2.120241,2.228843,2.320615,2.397036,0.087262,2.600732,2.618392,0.223954,2.549986,0.034800,0.410860,0.625829,0.852258,0.046479,1.078092,1.294951,1.497365,1.682103
2013-06-12,1.896328,2.039344,2.163366,2.269472,2.359021,2.433504,0.102711,2.631344,2.647553,0.258771,2.579892,0.029521,0.457830,0.679682,0.909244,0.048790,1.135638,1.351379,1.551658,1.733719
2013-06-11,1.916174,2.056070,2.177136,2.280504,2.367561,2.439807,0.113820,2.629888,2.642425,0.280921,2.573338,0.028401,0.486393,0.711254,0.941398,0.052177,1.166710,1.380296,1.577787,1.756749
2013-06-10,1.839182,1.984449,2.110764,2.219093,2.310722,2.387102,0.094305,2.591438,2.610113,0.229089,2.542527,0.042868,0.413784,0.626491,0.850773,0.054258,1.074675,1.289869,1.490902,1.674535
2013-06-07,1.814169,1.959398,2.085739,2.194135,2.285852,2.362331,0.082315,2.567078,2.585844,0.213283,2.518070,0.034499,0.395105,0.605687,0.828434,0.044601,1.051258,1.265725,1.466294,1.649655
2013-06-06,1.829415,1.978153,2.107729,2.219078,2.313473,2.392367,0.072345,2.605969,2.629986,0.202421,2.565516,0.026865,0.385258,0.598195,0.824178,0.036005,1.050758,1.269226,1.473839,1.661146
2013-06-05,1.782557,1.931293,2.060253,2.170558,2.263670,2.341210,0.046845,2.551011,2.580731,0.155708,2.531568,0.029047,0.329113,0.539581,0.766767,0.027580,0.996077,1.217494,1.424560,1.613512
2013-06-04,1.812775,1.962342,2.091640,2.201881,2.294612,2.371528,0.047451,2.576425,2.600905,0.158727,2.547441,0.029707,0.336134,0.551221,0.782996,0.027991,1.016470,1.241411,1.451279,1.642313
2013-06-03,1.801194,1.951550,2.081614,2.192579,2.285980,2.363508,0.041155,2.570604,2.596199,0.148766,2.543216,0.027314,0.323879,0.537696,0.768952,0.024172,1.002434,1.227741,1.438201,1.629954
2013-05-31,1.779942,1.931472,2.062532,2.174312,2.268353,2.346360,0.027672,2.554107,2.578819,0.127756,2.524500,0.022575,0.298757,0.510788,0.741776,0.016170,0.975915,1.202383,1.414221,1.607381
2013-05-30,1.768971,1.918021,2.046948,2.156919,2.249449,2.326210,0.035190,2.530590,2.554570,0.137766,2.500535,0.025757,0.308619,0.518804,0.746947,0.021078,0.977751,1.200747,1.409209,1.599232
2013-05-29,1.775654,1.926760,2.057328,2.168565,2.262032,2.339450,0.026721,2.544385,2.566927,0.125204,2.511137,0.023732,0.295473,0.507252,0.738201,0.016516,0.972353,1.198787,1.410499,1.603428
2013-05-28,1.730297,1.884615,2.018047,2.131766,2.227328,2.306476,0.000676,2.515750,2.538346,0.081293,2.480855,0.018030,0.241477,0.448598,0.678536,0.003258,0.913994,1.143087,1.358130,1.554604
2013-05-27,1.698527,1.852051,1.985148,2.098894,2.194765,2.274429,0.002949,2.487700,2.514365,0.079086,2.460016,0.022497,0.233983,0.435744,0.660716,0.007146,0.891865,1.117422,1.329719,1.524185
2013-05-24,1.669998,1.822223,1.954281,2.067202,2.162423,2.241576,0.003749,2.453528,2.479666,0.075177,2.424888,0.026803,0.225537,0.423093,0.644288,0.010295,0.872131,1.094857,1.304771,1.497267
2013-05-23,1.652091,1.806977,1.941599,2.056934,2.154384,2.235570,-0.004488,2.454886,2.484867,0.057340,2.431865,0.028948,0.201890,0.396487,0.616808,0.008634,0.845248,1.069557,1.281668,1.476694
2013-05-22,1.617449,1.772541,1.907495,2.023234,2.121122,2.202753,-0.013812,2.423910,2.454810,0.040172,2.401983,0.027072,0.178844,0.369150,0.586447,0.004109,0.812856,1.035894,1.247304,1.442045
2013-05-21,1.678900,1.835119,1.970588,2.086358,2.183906,2.264922,-0.004449,2.481146,2.506986,0.057903,2.450255,0.030974,0.205211,0.403694,0.628269,0.009713,0.860835,1.088845,1.304083,1.501611
2013-05-20,1.608857,1.766729,1.904457,2.022762,2.122857,2.206226,-0.013088,2.427446,2.444467,0.037798,2.367415,0.028031,0.172308,0.358816,0.573423,0.005285,0.798521,1.021591,1.234167,1.430914
2013-05-17,1.600002,1.758038,1.895735,2.013835,2.113576,2.196472,-0.018821,2.414315,2.427557,0.027943,2.347066,0.027516,0.160552,0.346550,0.561446,0.002785,0.787217,1.011071,1.224371,1.421688
2013-05-16,1.612389,1.769819,1.907211,2.025281,2.125228,2.208525,-0.012292,2.430066,2.447761,0.041972,2.371248,0.024741,0.178193,0.365318,0.579862,0.003533,0.804513,1.026961,1.238870,1.434990
2013-05-15,1.651511,1.808506,1.945213,2.062420,2.161388,2.243635,0.001150,2.459868,2.473186,0.062215,2.393420,0.032347,0.204081,0.395710,0.613688,0.013152,0.840808,1.064887,1.277726,1.474204
2013-05-14,1.649111,1.805183,1.941080,2.057596,2.155985,2.237758,-0.001329,2.452765,2.465919,0.063042,2.386376,0.025860,0.206521,0.398602,0.616275,0.008173,0.842632,1.065705,1.277444,1.472830
2013-05-13,1.654114,1.810414,1.946595,2.063438,2.162192,2.244356,-0.001551,2.461456,2.476540,0.065068,2.398586,0.023047,0.209848,0.402629,0.620648,0.006327,0.847166,1.070328,1.282154,1.477660
2013-05-10,1.648412,1.802713,1.937317,2.052985,2.150925,2.232591,-0.005509,2.450366,2.468495,0.069868,2.393951,0.007950,0.218481,0.411862,0.628494,-0.004538,0.852542,1.072775,1.281626,1.474369
2013-05-09,1.564639,1.718973,1.853906,1.970063,2.068558,2.150779,-0.010105,2.370370,2.388293,0.040345,2.312086,0.027625,0.170753,0.351113,0.558683,0.006444,0.776642,0.992980,1.199515,1.391051
2013-05-08,1.571338,1.724103,1.857732,1.972850,2.070554,2.152209,-0.006603,2.371354,2.390850,0.051457,2.316760,0.021963,0.185679,0.367287,0.574456,0.004227,0.791040,1.005509,1.210012,1.399562
2013-05-07,1.576431,1.729658,1.863749,1.979327,2.077486,2.159586,-0.007693,2.380756,2.401892,0.051787,2.329097,0.019418,0.187027,0.369395,0.577169,0.002211,0.794275,1.009222,1.214186,1.404195
2013-05-06,1.548442,1.702258,1.837000,1.953238,2.052033,2.134725,-0.011339,2.357960,2.379813,0.039029,2.306871,0.024882,0.167884,0.345951,0.550995,0.004392,0.766526,0.980730,1.185527,1.375751
2013-05-03,1.537664,1.692786,1.828441,1.945224,2.044236,2.126865,-0.018788,2.347084,2.364142,0.022682,2.286426,0.028530,0.147374,0.324364,0.530206,0.003838,0.747546,0.963972,1.171017,1.363276
2013-05-02,1.492793,1.643713,1.775704,1.889323,1.985620,2.065929,-0.018158,2.278800,2.292431,0.021623,2.212876,0.028213,0.142322,0.313925,0.513674,0.004090,0.724713,0.934976,1.136219,1.323167
2013-04-30,1.501593,1.652258,1.784686,1.899316,1.997078,2.079191,-0.006269,2.303083,2.326596,0.042813,2.253720,0.026843,0.166496,0.337367,0.534488,0.007874,0.742232,0.949310,1.147922,1.333007
2013-04-29,1.521190,1.673291,1.806893,1.922464,2.020964,2.103641,-0.008762,2.328602,2.351712,0.042379,2.277958,0.023440,0.168707,0.342493,0.542568,0.004698,0.753143,0.962830,1.163770,1.350881
2013-04-26,1.536336,1.689770,1.824638,1.941396,2.040999,2.124691,-0.003747,2.353497,2.378818,0.047890,2.306176,0.028230,0.174949,0.349684,0.550889,0.009551,0.762734,0.973779,1.176123,1.364643
2013-04-25,1.548776,1.701922,1.836473,1.952909,2.052195,2.135588,-0.002826,2.363213,2.387798,0.053221,2.314662,0.024694,0.183332,0.360094,0.562569,0.007625,0.775131,0.986503,1.188906,1.377309
2013-04-24,1.545310,1.700386,1.836774,1.954922,2.055781,2.140598,-0.002940,2.373356,2.400678,0.047179,2.328931,0.031167,0.173881,0.349108,0.551396,0.011670,0.764707,0.977440,1.181569,1.371881
2013-04-23,1.548107,1.702395,1.838407,1.956539,2.057686,2.143037,0.003641,2.380438,2.412974,0.059386,2.345468,0.029950,0.188013,0.362879,0.563545,0.013465,0.774685,0.985169,1.187262,1.375908
2013-04-22,1.546082,1.701575,1.838701,1.957841,2.059885,2.146026,0.001692,2.386044,2.419745,0.053999,2.352695,0.032006,0.180826,0.355072,0.555936,0.014029,0.767811,0.979356,1.182679,1.372612
2013-04-19,1.589324,1.744770,1.881626,2.000340,2.101850,2.187388,0.015743,2.424151,2.455049,0.075978,2.385845,0.038841,0.209064,0.388146,0.592647,0.023400,0.807161,1.020528,1.225018,1.415602
2013-04-18,1.562970,1.718823,1.856240,1.975622,2.077867,2.164178,0.004090,2.404733,2.438644,0.060229,2.371580,0.030729,0.189946,0.366370,0.568880,0.014065,0.782001,0.994496,1.198549,1.389051
2013-04-17,1.588895,1.744167,1.880717,1.999040,2.100118,2.185217,0.010017,2.420492,2.451924,0.070031,2.385303,0.034336,0.203816,0.383999,0.589662,0.018359,0.805198,1.019346,1.224340,1.415164
2013-04-16,1.594752,1.748487,1.883581,2.000548,2.100381,2.184349,0.017760,2.415503,2.444689,0.080907,2.376911,0.038450,0.216307,0.396972,0.602299,0.023821,0.816936,1.029821,1.233343,1.422599
2013-04-15,1.594825,1.749167,1.884621,2.001723,2.101494,2.185235,0.018924,2.413751,2.439478,0.077316,2.368481,0.045671,0.210606,0.390859,0.596781,0.028739,0.812526,1.026699,1.231472,1.421815
2013-04-12,1.609578,1.764115,1.899594,2.016594,2.116171,2.199652,0.013389,2.426516,2.450726,0.076579,2.378606,0.035982,0.213868,0.397378,0.605886,0.020489,0.823625,1.039281,1.245107,1.436151
2013-04-11,1.630663,1.783940,1.917955,2.033364,2.131279,2.213076,0.018717,2.432061,2.450111,0.087282,2.373495,0.036669,0.228921,0.415734,0.626546,0.022776,0.845680,1.061945,1.267727,1.458204
2013-04-10,1.642452,1.793719,1.925755,2.039265,2.135395,2.215534,0.020153,2.428195,2.442526,0.096557,2.363806,0.029826,0.243142,0.432693,0.644594,0.018951,0.863626,1.078961,1.283272,1.471952
2013-04-09,1.578089,1.728744,1.860594,1.974230,2.070705,2.151337,0.011820,2.367120,2.383903,0.074652,2.306432,0.033424,0.210097,0.390688,0.595546,0.018396,0.809190,1.020531,1.222000,1.408768
2013-04-08,1.531175,1.682456,1.815152,1.929754,2.027245,2.108892,0.010516,2.328908,2.348054,0.058538,2.271454,0.046353,0.183054,0.355805,0.555256,0.026248,0.765379,0.974632,1.175075,1.361582
2013-04-05,1.527383,1.681180,1.816505,1.933773,2.033906,2.118129,0.007510,2.349248,2.376153,0.052334,2.304540,0.046103,0.174429,0.345655,0.544486,0.025057,0.754825,0.965019,1.166992,1.355483
2013-04-04,1.637876,1.799501,1.941204,2.063559,2.167657,2.254886,0.004459,2.491458,2.516035,0.057546,2.439796,0.041322,0.192213,0.378238,0.592574,0.020326,0.818066,1.042373,1.257022,1.456569
2013-04-03,1.688214,1.848389,1.988184,2.108321,2.210008,2.294726,0.009878,2.519070,2.533779,0.075930,2.450199,0.035461,0.221163,0.415431,0.635855,0.018371,0.865513,1.092335,1.308127,1.507718
2013-04-02,1.718376,1.874660,2.010256,2.126145,2.223738,2.304666,0.013186,2.517279,2.533474,0.087944,2.462166,0.033402,0.241740,0.443156,0.668695,0.017903,0.901271,1.128949,1.343838,1.541148
2013-03-28,1.698476,1.856024,1.992542,2.109028,2.206926,2.287907,0.002257,2.498332,2.510670,0.066561,2.435451,0.035087,0.215034,0.414501,0.640182,0.014841,0.874075,1.103610,1.320486,1.519654
2013-03-27,1.683699,1.840132,1.975606,2.091118,2.188109,2.268247,0.001683,2.475292,2.485282,0.063730,2.408386,0.036513,0.210262,0.407994,0.632081,0.015563,0.864483,1.092612,1.308156,1.506066
2013-03-26,1.737958,1.895280,2.031386,2.147341,2.244640,2.324994,0.012249,2.532552,2.543062,0.085113,2.466983,0.037202,0.240224,0.444702,0.674033,0.019731,0.910465,1.141651,1.359486,1.559089
2013-03-25,1.713093,1.870074,2.005985,2.121846,2.219118,2.299488,0.014633,2.507296,2.517882,0.080121,2.441624,0.046493,0.229561,0.429728,0.655833,0.026573,0.889891,1.119365,1.335992,1.534769
2013-03-22,1.722461,1.877241,2.011034,2.124903,2.220332,2.299015,0.020814,2.500618,2.507825,0.092525,2.429897,0.045854,0.245597,0.447435,0.673762,0.028440,0.907017,1.135003,1.349718,1.546357
2013-03-21,1.707154,1.862433,1.996758,2.111162,2.207108,2.286279,0.018442,2.489736,2.497922,0.084960,2.420401,0.048692,0.234429,0.433883,0.658752,0.029399,0.891232,1.118933,1.333706,1.530627
2013-03-20,1.740282,1.898607,2.035412,2.151793,2.249283,2.329629,0.014018,2.535383,2.543102,0.080839,2.464431,0.046877,0.233446,0.437656,0.668022,0.026383,0.906135,1.139215,1.358880,1.560095
2013-03-19,1.724836,1.884480,2.022587,2.140207,2.238847,2.320245,0.014663,2.529748,2.539293,0.072956,2.461320,0.056437,0.220016,0.420914,0.649607,0.032697,0.887214,1.120584,1.341054,1.543381
2013-03-18,1.741858,1.903089,2.042829,2.162102,2.262391,2.345414,0.016207,2.562306,2.577704,0.078099,2.504214,0.053952,0.227482,0.429999,0.659981,0.031714,0.898778,1.133368,1.355148,1.558891
2013-03-15,1.786439,1.947549,2.087005,2.205896,2.305751,2.388321,0.028721,2.603236,2.617559,0.100312,2.543758,0.057259,0.256983,0.464852,0.698648,0.038295,0.940056,1.176335,1.399112,1.603344
2013-03-14,1.802602,1.962077,2.099926,2.217282,2.315704,2.396956,0.032294,2.607045,2.618853,0.111749,2.543951,0.052597,0.273477,0.484264,0.719387,0.036630,0.960977,1.196646,1.418297,1.621095
2013-03-13,1.800939,1.959745,2.097035,2.213944,2.312024,2.393028,0.027570,2.602873,2.615280,0.110938,2.541215,0.043243,0.274719,0.486302,0.721412,0.029012,0.962505,1.197426,1.418236,1.620199
2013-03-12,1.806789,1.965008,2.101647,2.217869,2.315248,2.395555,0.030208,2.602264,2.612366,0.114856,2.536730,0.044918,0.279762,0.492224,0.727927,0.031001,0.969328,1.204296,1.424931,1.626540
2013-03-11,1.816447,1.973830,2.109687,2.225199,2.321947,2.401702,0.031483,2.606680,2.616176,0.121493,2.540475,0.040351,0.289677,0.503914,0.740343,0.028582,0.981765,1.216307,1.436255,1.637051
2013-03-08,1.824924,1.980176,2.114289,2.228443,2.324197,2.403291,0.036233,2.608645,2.621939,0.136524,2.551304,0.032685,0.309814,0.525656,0.761445,0.025584,1.000908,1.232833,1.449956,1.648010
2013-03-07,1.814899,1.970826,2.105344,2.219661,2.315368,2.394238,0.030369,2.596905,2.606689,0.124036,2.532808,0.035114,0.294207,0.509167,0.745399,0.024867,0.985989,1.219296,1.437786,1.637037
2013-03-06,1.794891,1.952542,2.088273,2.203337,2.299389,2.378267,0.007960,2.577861,2.582663,0.091943,2.503931,0.025501,0.258225,0.472953,0.711069,0.010353,0.954586,1.191146,1.412768,1.614773
2013-03-05,1.782720,1.939247,2.074071,2.188414,2.283900,2.362340,0.016164,2.560937,2.565612,0.097785,2.486951,0.035016,0.261340,0.473247,0.708634,0.019489,0.949632,1.183947,1.403621,1.603975
2013-03-04,1.768563,1.925402,2.060208,2.174242,2.269174,2.346864,0.012618,2.540148,2.539083,0.084823,2.455440,0.043096,0.243719,0.453958,0.689416,0.023167,0.931362,1.166934,1.387825,1.589161
2013-03-01,1.774110,1.930329,2.064512,2.177950,2.272331,2.349525,0.002121,2.541170,2.539528,0.081289,2.455906,0.025406,0.244837,0.458013,0.695159,0.008091,0.937907,1.173676,1.394372,1.595272
